一级评论;实际爬取到的二级评论内容;单条评论情绪值;一级评论平均情绪值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
-------;--------;--------;0.5525517345656101
谁还说我们是小趴菜[允悲][允悲];哈哈哈哈哈看他俩睡不着了[允悲][允悲][允悲][允悲];0.9999990725927292
谁还说我们是小趴菜[允悲][允悲];为啥那么晚了还没睡;-0.9877912458741498
-------;--------;--------;0.0061039133592897254
我用sa娇形容爱情;贴切;0.5625
-------;--------;--------;0.5625
谁家大美女啊[泪];你的[太陽];0.1720280994851513
-------;--------;--------;0.1720280994851513
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];回复@安达英司:😂😂很多开服玩家都这么觉得刚刚聊的好几个姐妹都说简直像是大小乔事件重演了。之前我还不相信策划唐青换人了看来这些传言也并非是无风起浪的;0.9277878051174775
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];回复@借问清风何处来:我今天写完这个贴子的时候，在群里说了句，我感觉现在的忘川官方不再是以前那个了[笑cry];0.47074901741918374
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];回复@安达英司:我今天还跟朋友在说这个态度。地卡保底机制对玩家来说确实是一个利好，这个本可以有商有量的方案却以最傲慢的姿态和最糟糕的方式展现在所有玩家面前。不过他们如果是想通过这一手逼走老玩家的话到是效果拔群http://t.cn/A6CCDf6D;-0.5538961483081863
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];回复@借问清风何处来:玩家的反应是合乎逻辑的。官方现在最大的问题已经变成了，对于这么一个影响所有玩家的重大变动，到目前为止没有任何沟通的意愿。其实我相信忘川不会逼氪到离谱的地步，但是第一短时间内玩家的游戏体验一定是直线下降的，存的资源没法按自己意愿使用了。二是如果他们未来有什么计划，也是说开了更加好;-0.9614712073482965
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];因为他是在“紫偶”绝不可能取消的前提下，觉得这是一种让步。而玩家在一切方案都未知的时候，当然是无法接受这么一个消耗通宝的抽卡方式永久存在的。;-0.8266614034251574
-------;--------;--------;-0.1886983873089958
[哇][哇][哇][心][心][心];[awsl][awsl]太棒了;0.7815695083340919
-------;--------;--------;0.7815695083340919
这就是效益的白兔吗;对[笑而不语];0.012725194955172103
-------;--------;--------;0.012725194955172103
语料的获取难度很低，包括ao3就被马斯克拿来训练过……平时在各类平台的发言，书籍等电子数据获取也很容易……而且大部分人不在意的，甚至会主动帮助训练ai……;连AO3也[苦涩]真的不知道该去哪里好了;0.7689476424496167
-------;--------;--------;0.7689476424496167
霍陈就是最吊的(小声);回复@十一的小库房:@重_无看看民众忍饥挨饿的呐喊;-0.42602518235939546
霍陈就是最吊的(小声);回复@刷假子弹专用号:什么(要饭)(狠狠要饭);-0.5950501579103038
霍陈就是最吊的(小声);回复@十一的小库房:草……那四个了！还有重老师hhhhh;0.49521384914412336
霍陈就是最吊的(小声);回复@刷假子弹专用号:魔樱老师。。。欢迎ao3搜索陈真收获唯一一篇霍陈(虽然是拉郎霍陈);0.9999720518671251
霍陈就是最吊的(小声);回复@十一的小库房:什么！！这么少吗！！还有一位是谁！;-0.9520353035041846
霍陈就是最吊的(小声);回复@刷假子弹专用号:太好了我们将成为甄圈唯三磕霍陈的(也可能是全世界唯三);0.2942031736995614
霍陈就是最吊的(小声);回复@十一的小库房:是的！其实我是二刷了，他俩太真了[泪];0.49752859756512713
霍陈就是最吊的(小声);回复@刷假子弹专用号:嗯嗯。。你要看到后面可以看到真妹送霍师傅的相思鸟在霍师傅死的时候飞回了真妹身边。。;-0.9450047602001412
霍陈就是最吊的(小声);师徒太香了[悲伤];0.9451046020496405
-------;--------;--------;0.03487854115017249
这是什么？;回复@吃掉这个红烧鸭头:好家伙[允悲][允悲]是更新后才有的嘛（我一直用的1.55版本的）;0.9591333499288579
这是什么？;聊天的时候全屏uld，但是不明显;-0.20971927636499377
-------;--------;--------;0.37470703678193207
钱不能少，书更不能缺一本！;谢谢老哥;0.14210743466513565
-------;--------;--------;0.14210743466513565
经过今天一天的沟通，小梦理解到作品能成为铅字对于作者的意义。但由于对出版物版号申请、审核流程、时间周期预估的不足，正式的出版方案推进得十分艰难。在这样不可抗力的基础上，小梦会努力探索其他能够让大家作品发布的方式，争取将大家的作品早日呈现出来。;一年了，可要盡快處理為妥！;-0.5787118513618228
经过今天一天的沟通，小梦理解到作品能成为铅字对于作者的意义。但由于对出版物版号申请、审核流程、时间周期预估的不足，正式的出版方案推进得十分艰难。在这样不可抗力的基础上，小梦会努力探索其他能够让大家作品发布的方式，争取将大家的作品早日呈现出来。;我需要截图的这名工作人员向我道歉，如若不然，说明她对我的不理会是贵方授意，这不仅仅是稿费的问题，更是对一名写作者的欺辱。;-0.9275621164205392
-------;--------;--------;-0.753136983891181
還有其他作者不知道收到沒有;回复@倪忆不忆你:聯合起來維權好一點，一些公司機構什麼的，就是欺負個人;0.35153286157895125
還有其他作者不知道收到沒有;回复@國_寶_乖_乖_有_點_拽:参赛那会说的是得奖就会发放稿费，并不是出版了才发放稿费，彩云小梦根本就是在混淆因果关系，我一个作家朋友说估计就是想赖的，没想到真有人发文谴责他们，不然这事估计就打算拖着拖到没下文。;-0.9521262682562188
還有其他作者不知道收到沒有;回复@倪忆不忆你:那可不行，不是獎勵多少的問題，是不能弄虛作假欺騙大眾，支持維權到底;-0.9986445574828482
還有其他作者不知道收到沒有;回复@國_寶_乖_乖_有_點_拽:比较无语的是除了我居然没有另外的任何一个作者发文谴责他们，估计是认了，因为国内这种现象太多了，知识产权被侵犯的。;0.7819773035608197
還有其他作者不知道收到沒有;回复@國_寶_乖_乖_有_點_拽:谢谢老姐！！;0.9591176771307408
還有其他作者不知道收到沒有;回复@倪忆不忆你:我是老姐[doge]那就大家聯合起來維權吧，加油[收到];0.2263399002203783
還有其他作者不知道收到沒有;谢谢老哥没有一个都没收到你看他们评论要不是我发这个他们就打算一直拖着十年不出版就十年不给了;-0.9580301050678968
-------;--------;--------;-0.08426188404515338
您好，核实了一下，我们的工作人员去年底前和您沟通过稿费事宜，但是没有收到回复，这边可以给您重新发放。相关信息的邮件今天会重新发到您的邮箱，麻烦注意查收。有问题也可以私信沟通~;我私信了，请问你们有打算回我吗？？从早上到现在一点反应都没有，还有说什么邮件，不是撒谎？收获那边告诉我说的是你们没出版所以压根还没打算给。;-0.9996752493311032
-------;--------;--------;-0.9996752493311032
去平台投訴可行嗎？;我还在沟通，谢谢老哥关注;0.7160767353832458
-------;--------;--------;0.7160767353832458
很抱歉，这次事件的处理过程让人失望。更抱歉的是，在您公开之后，这次事件才以比较快的进展推进了。无论说什么，可能都难以挽回您和其他用户的失望。我们只提对您这次事件的解决方案：本周内完成您的稿酬支付。经自查发现此次事故，还涉及其他9位获奖作者，我们将两周内联系到其他作者并支付稿酬。;小梦加油[泪]下次可别犯错了！;0.9967969109310497
-------;--------;--------;0.9967969109310497
您好，咨询了合作方，回复说给您发过邮件未收到回复地址。私信沟通吧～;好好审核下你的合作方吧，别被猪油蒙了心！;-0.9869660575250876
-------;--------;--------;-0.9869660575250876
女明星[打call];[送花花][送花花][送花花];0.8686611894799057
-------;--------;--------;0.8686611894799057
？？？？？最后一张？？？？;哈哈哈哈哈哈哈。提前拍了;0.916394742494419
-------;--------;--------;0.916394742494419
晚安[开学季];[抱抱];0.4999999999999998
-------;--------;--------;0.4999999999999998
周末愉快[心][心][心];愉快;0.06666666666666665
-------;--------;--------;0.06666666666666665
比个爱心给你么么哒么么哒么么哒么么哒晚安;笔芯爱你;0.4560263413915524
-------;--------;--------;0.4560263413915524
晚上好[心][心][心];晚好;0.027017742260800892
-------;--------;--------;0.027017742260800892
晚安;[爱你];0.49661016949152526
-------;--------;--------;0.49661016949152526
晚安啦;笔芯;0.0
-------;--------;--------;0.0
早上好呀[兔子][兔子][兔子];[哈哈];0.052465563615616606
-------;--------;--------;0.052465563615616606
晚安[哇];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
勾起了我想跑的心啊;说走就走[嘻嘻];0.8786598307947389
-------;--------;--------;0.8786598307947389
涨知识[赞][赞];[哈哈][哈哈]也是自己给自己找乐;0.04685785368829709
-------;--------;--------;0.04685785368829709
七叶一枝花在南园温室吗;是的;0.052465563615616606
-------;--------;--------;0.052465563615616606
有成为老师的趋势了！[中国赞];[哈哈][哈哈][哈哈]我也是抄的;-0.10464308298026648
-------;--------;--------;-0.10464308298026648
闯荡江湖去吧[加油];你带着碗儿;0.12188973691250982
闯荡江湖去吧[加油];我要领你去！;-0.5442909328703773
-------;--------;--------;-0.21120059797893376
图片评论http://t.cn/A6NqjOw9;[送花花];0.47193061803756886
-------;--------;--------;0.47193061803756886
杀～;[打call];0.0
-------;--------;--------;0.0
哈哈哈哈哈师兄，我晚去一会就在机场遇到你了;回复@一隻學術狗:师兄也是！;-0.9100375612531122
哈哈哈哈哈师兄，我晚去一会就在机场遇到你了;回复@写给土豆的信:哈哈哈哈哈玩的开心[送花花][送花花][送花花];0.9973937809870774
哈哈哈哈哈师兄，我晚去一会就在机场遇到你了;回复@一隻學術狗:原来如此，七点就到t3了;-0.7625789349338847
哈哈哈哈哈师兄，我晚去一会就在机场遇到你了;哈哈哈哈哈你们是不是T3我们七点到的T2[doge][doge][doge];0.4350142149290477
-------;--------;--------;-0.060052125067717954
哟喂，跑得快哦。ip都变了[666];[doge][doge][doge]飞机飞的快💨;0.2402918258997604
-------;--------;--------;0.2402918258997604
啊啊啊啊羡慕了！;哈哈哈哈哈抓住机会[doge];0.8823972821321908
-------;--------;--------;0.8823972821321908
太强了开始羡慕了;哈哈哈哈哈还不错[送花花];0.9823869450781115
-------;--------;--------;0.9823869450781115
抹茶DQ看起来不错[doge];味道真滴不戳[doge][doge][送花花][送花花];0.5708078618943637
-------;--------;--------;0.5708078618943637
图一的搭配就很狂野;回复@quanquandrli:哈哈哈哈哈哈穷游[允悲]又心动这个拌拌碗[允悲];0.9993983913816231
图一的搭配就很狂野;为了省钱我们不吃45的小面去买泡面➕37的DQ[doge][doge][doge];-0.698968397491113
图一的搭配就很狂野;我才发现，DQ配泡面，有创意;0.8157985469951332
-------;--------;--------;0.37207618029521444
？;[送花花];0.47193061803756886
-------;--------;--------;0.47193061803756886
我好羡慕啊[泪][泪][泪];你去过了你不羡慕[doge];0.925043477271478
-------;--------;--------;0.925043477271478
像我们这种上班还要打卡的默默流下了羡慕的泪水;哈哈哈哈哈哈每天必须打卡吗[允悲]太惨了;0.9979456752094074
-------;--------;--------;0.9979456752094074
我大写的羡慕;哈哈哈哈哈真的是特种兵旅游[允悲][允悲][允悲]周日赶着回去;0.9999803544574746
