标题;帖子账号粉丝数;发布者;发布时间;弹幕数;点赞数;硬币数;收藏数;转发数;评论数;发布者是否经过认证;发布者是否为商业性质账号;用户名;评论内容;评论时间;评论点赞数;一级账号粉丝数;标记;评论者性别;评论者会员等级;评论者是否开通大会员;评论者是否经过认证
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;wprds;回复wprds34你说的对。3434薛司令，你说我们要怎么配合你？3434很简单，我们要在一切准备好的时候，在他们的背后，狠狠地捅一刀，这样才有效果，这才是我们的战术，也是我们的任务。3434明白。34王大队长说着便开始部署。第二天早晨8点40分，薛司令带领的一百个特种兵全副武装来到了大桥，在大桥的左侧的草丛中埋伏了起来。8点50分，一辆黑色的商务车出现在大桥上。薛司令见状，立即带领他的特种兵，冲出了隐蔽区，将车拦截。车内，小川正雄，井上智仁和井上正雄的女朋友井上香美也来了。薛司令对小川正雄道：34小川君，这是您的任务。3434是，司令官阁下。34小川正雄说着拿出匕首，刺穿了窗户纸。薛司令带领的人，纷纷向着车子射击，子弹像雨点般打到车子上，发出砰砰的巨响。小川正雄见状，连忙将刀插在车子里。薛司令见此，连忙下令，让他的特种兵停止攻击。34你们的任务失败了，我的任务已经完成了，现在你们回去吧。34;1652170386;0;2;1;保密;5;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;wprds;好卡，不写了;1652170527;0;2;1;保密;5;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;Merweraveumn;没有反抗之力。34哈哈哈哈哈哈34所有人都大声笑了起来。34哈哈哈哈3434这次我们的任务算是完成了3434我们也可以回去领赏了3434太棒啦3434;1661354716;0;2;1;保密;3;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;账号已注销;彩云小梦写啥啥不行，搞黄第一名，写的黄伦看着我都，比专业人士写的牛，一旦文章中出现一男一女一床，就会出现;1641883530;33;0;0;保密;0;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;冬天里的七彩雪;我去试了囧，我就打了“我和他躺在床上”然后她滔滔不绝的开始开车，还有心理战。。。;1648568379;7;0;1;保密;5;2;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;绿水环流;批改的是什么软件呀？;1639888721;23;2;0;保密;4;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;小黒子-哎呦你干嘛;同问;1640936900;1;2;1;保密;5;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;吾往-泪裳殇;彩云小梦;1641131695;1;2;1;保密;4;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;曾经の烟火_;回复吾往泪裳殇批改的软件，不是写的;1641202766;1;2;1;男;5;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;吾往-泪裳殇;回复bili67616491423哦哦捂脸;1641214400;0;2;1;保密;4;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;轻宸QAQ;作文批改学生版;1641224713;5;2;1;男;5;2;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;绿水环流;回复轻宸QAQ谢谢upOK;1641641531;0;2;1;保密;4;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;绿水环流;回复懒得改头像作文批改学生版up回的;1641641617;0;2;1;保密;4;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;宇宙系流星;回复轻宸QAQ好人一生平胸;1642135463;1;2;1;保密;5;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;轻宸QAQ;回复钟小姐喜欢奶昔tv冷漠;1642137442;0;2;1;男;5;2;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;宇宙系流星;回复轻宸QAQdoge;1642165989;0;2;1;保密;5;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;话漫桥都;回复绿水环流app没有;1645898752;0;2;1;保密;4;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;夕阳余晖AK;等等，本来看上去没怎么样，但是我爸就叫陈志飞啊，什么鬼东西啊无语;1641575037;8;51;0;保密;6;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;轻宸QAQ;tvdoge;1641603052;0;51;1;男;5;2;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;9Re烦恼;GAN;1640707343;4;97;0;保密;6;2;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;黄鼠狼到底安没安好心;什么鬼bgm;1642258207;2;32;0;男;5;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;不知其为何物;作文批改是什么软件;1642254771;2;21;0;男;5;2;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;Feast远东之宴-;他自己居然不给自己打满分;1660554345;2;340;0;保密;4;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;账号已注销;藏狐啊，这是什么东西呀？现在小说是自动可以生成了吗？是不是以后就不需要人来写了？就写个头就行跪了;1641904095;1;0;0;保密;0;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;麒麟小收手;实际上一些乱七八糟的网站上部分小说已经是机器写的了。我之前看了一下，重复句子很多，用词极其生硬。但快餐阅读一目十行估计会忽略掉这些。;1642094973;5;0;1;男;6;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;思甜Ma-Ka-mi;还好，AI写得都很拉，比不上真人作者写的百万分之一好，代替基本不可能;1665299253;0;0;1;女;5;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;账号已注销;门当户对（什么tv目瞪口呆）;1641611232;1;0;0;保密;0;1;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;爱吃柠檬的梦璃;什么软件;1641708190;0;124;0;女;4;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;蓬莱山屑夜;彩云小梦;1641808517;0;124;1;女;5;2;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;爱吃柠檬的梦璃;回复科学的一方百合子不是，那个批作文的是什么软件;1641809494;0;124;1;女;4;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;皓月纤;回复爱吃柠檬的梦璃作文批改学生版;1641809884;2;124;1;女;5;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;顾夕夕其本人;将这两个程序导入一个文件再让其生成与对抗在先导入大量数据和各种文本看最后能不能说人话;1661309197;0;19;0;男;3;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;八级残废;AI的世界我们不懂;1657588968;0;354;0;男;4;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;月亮的蜜糖;好眼熟;1655722811;0;0;0;保密;2;0;-1
把AI写的小说再交给AI批改会怎样？[彩云小梦];123;轻宸QAQ;2021-12-19 00:58:00;16;867;6;178;14;83;无;0;--Olive--;早期文本生成在生成对抗网络中的思路吃瓜;1643702512;0;88;0;男;5;2;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;萨兰尼_Seranis;省流助手：会复读;1660317119;564;709;0;保密;6;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;苏维埃红星下的摸鱼天;tmd脱单doge;1660551517;0;709;1;保密;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;在下正是小行星坠落;下次再叠上一个不准复读buff会发生什么豹富;1660534660;334;30;0;保密;6;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;给大伙再写五块的;会不准不准复读;1660537148;11;30;1;保密;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;沧海一梦皆笑颜;Buff加满了是吧？脱单doge;1660182366;238;335;0;保密;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;名字都被老鼠啃了;tvdoge;1660294301;2;335;1;保密;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;全自动漓小末吖;下一句：但是在无垠的黑暗中，已死的我产生了意识;1660836020;215;5;0;保密;4;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;异梦谈;死后在死后的黑暗中。重零开始打造死后世界是吗;1660918069;2;5;1;女;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;ouo啊对对对;起初，新生的意识正如世界的诞生一般，只是太虚中的一个光点。它的权能还很有限，既无法接收感官传来的讯号，也无法下达神经所需的指令。浑沌之中，微弱的意识遵循古老的本能，盲目却坚定地存在着，延伸着。热词系列知识增加;1661074948;29;5;1;保密;5;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;Dr_ICBM;草，什么符华;1661077151;9;5;1;保密;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;夏恋灬琉璃;回复该帳号已注销这是折剑录的华;1661257278;1;5;1;保密;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;德理凯忒;小识是吧;1661269737;1;5;1;保密;5;2;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;RH-七彩宝石ga;他死了，但是他的精神流传千古，不朽的志气千古传唱;1660843686;42;1138;0;保密;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;法兰街舞队-大队长;小梦零号以上这就是死透的我所散发着的意识，我沉寂于永恒的黑暗。尸体躺在地上，虫蚁肆意的啃食每一寸肌肤血肉，为什么我会知道，因为它们成为了另一种意义上的我？还是说我成为了另一种意义上的它们？那些被分散的“我”同时发出着一条名为饥饿的消息，最本能的欲望催促着进食的动作，事实上“我们”正在这样做着。;1661085191;30;16;0;男;6;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;Sharkarmpower;我试过把主角写死，灵魂写没，每一个角色都被车碾死，然后彩云小梦复读了半天一个神秘的东西，不过经常有新的剧情出现，但都被我写死了，然后彩云小梦就和中邪了一样一直强调那个东西，估计是我让他理解了宇宙的真谛藏狐;1660905791;27;21;0;男;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;陈年小馒头;当你把ai的路封死后，ai的路就被封死了;1660975792;12;10;0;保密;6;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;秋枫miku;现在的版本可以试试把复活转生重生之类的词屏蔽了再写藏狐;1660656263;9;45;0;保密;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;无头骑士和他的白马;如果没有意外发生，那么时间就不存在OK;1660569107;9;9;0;男;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;马拉稀0;不用看下面开始一个新的故事;1660809916;8;9;0;保密;4;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;孟华林;没有没有;1660829922;0;9;1;男;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;孟华林;复读了;1660829929;0;9;1;男;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;猫狗宝;绝望独白是吧辣眼睛;1660619525;8;72;0;男;5;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;东军赤备;什么赛博涅槃;1660574268;8;30;0;男;6;2;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;路芙俢利A;我觉得可以来个回忆一生妙啊;1660698546;7;86;0;男;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;你可以选择diss;其实的话我。让机器复读失败的一次。就是把一个正常的故事。比如说突然黑化。等奇怪的东西让他逻辑崩溃。就成功了。具体的我也不知道了。;1661354425;5;1;0;保密;4;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;反司;下一句人们来参加我的葬礼。;1660931896;3;228;0;保密;6;2;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;雪儿945;buffmax触发彩蛋复读脱单doge;1660746587;3;88;0;男;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;超级快乐の小虎鲸;“我如是说道嗑瓜子”doge;1660960932;2;47;0;保密;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;地贼星鼓上蚤时迁;我给主角写成乞丐，给反派写成傻子，每次小梦续写都得思考很久妙啊;1661848022;1;20;0;保密;4;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;黑心偷虎;小梦：你了不起，你清高;1661402350;1;846;0;男;5;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;是小涵涵呀哈哈哈;经验，很多嘛doge;1667522838;0;3;0;保密;4;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;二夜不之秋;你没更新;1661228851;0;83;0;保密;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;君士坦丁十一世皇帝;克隆;1661141704;0;12;0;保密;5;0;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;芝士下乡;回忆录表示很淦。;1661077480;0;13;0;保密;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;找来找去的东;小梦不知道怎么办的时候就提炼中心思想然后无限复读;1660986227;0;4;0;保密;4;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;愿深渊没有背刺;0;1660924285;0;8;0;保密;5;1;-1
把彩云小梦续写的路全封死会怎么样？;0;名字都被老鼠啃了;2022-08-10 21:00:39;13;2442;18;192;4;38;无;0;仟风缕;轮回技能发动;1660873537;0;140;0;女;6;1;-1
彩云小梦，彩云天气，彩云小译。科技创新，永远是中国的骄傲！;0;樱木森林泽;2022-12-05 17:30:28;0;7;4;5;6;5;无;0;littlerock2016;山科优秀学长;1670465378;0;1;0;保密;5;0;-1
彩云小梦，彩云天气，彩云小译。科技创新，永远是中国的骄傲！;0;樱木森林泽;2022-12-05 17:30:28;0;7;4;5;6;5;无;0;樱木森林泽;对呀，行远哥是山东科技大学毕业的科学家。打call打call打call;1671443582;0;1;1;保密;3;0;-1
